Country or Area,Year,Area,Sex,Age,Record Type,Reliability,Source Year,Value,Value Footnotes
China,2020,Total,Female,18,Census - de jure - complete tabulation,"Final figure, complete",2024,6482984,"1,2"
China,2020,Total,Female,19,Census - de jure - complete tabulation,"Final figure, complete",2024,6698751,"1,2"
China,2020,Total,Female,20,Census - de jure - complete tabulation,"Final figure, complete",2024,6820490,"1,2"
China,2020,Total,Female,20 - 24,Census - de jure - complete tabulation,"Final figure, complete",2024,35265680,"1,2"
China,2020,Total,Female,21,Census - de jure - complete tabulation,"Final figure, complete",2024,6546097,"1,2"
China,2020,Total,Female,22,Census - de jure - complete tabulation,"Final figure, complete",2024,7171626,"1,2"
China,2020,Total,Female,23,Census - de jure - complete tabulation,"Final figure, complete",2024,7222510,"1,2"
China,2020,Total,Female,24,Census - de jure - complete tabulation,"Final figure, complete",2024,7504957,"1,2"
China,2020,Total,Female,25,Census - de jure - complete tabulation,"Final figure, complete",2024,8103973,"1,2"
China,2020,Total,Female,25 - 29,Census - de jure - complete tabulation,"Final figure, complete",2024,43685062,"1,2"
China,2020,Total,Female,26,Census - de jure - complete tabulation,"Final figure, complete",2024,7981817,"1,2"
China,2020,Total,Female,27,Census - de jure - complete tabulation,"Final figure, complete",2024,8710507,"1,2"
China,2020,Total,Female,28,Census - de jure - complete tabulation,"Final figure, complete",2024,9085250,"1,2"
China,2020,Total,Female,29,Census - de jure - complete tabulation,"Final figure, complete",2024,9803515,"1,2"
China,2020,Total,Female,30,Census - de jure - complete tabulation,"Final figure, complete",2024,12509159,"1,2"
China,2020,Total,Female,30 - 34,Census - de jure - complete tabulation,"Final figure, complete",2024,60273382,"1,2"
China,2020,Total,Female,31,Census - de jure - complete tabulation,"Final figure, complete",2024,12356576,"1,2"
China,2020,Total,Female,32,Census - de jure - complete tabulation,"Final figure, complete",2024,11702635,"1,2"
China,2020,Total,Female,33,Census - de jure - complete tabulation,"Final figure, complete",2024,12630879,"1,2"
China,2020,Total,Female,34,Census - de jure - complete tabulation,"Final figure, complete",2024,11074133,"1,2"
China,2020,Total,Female,35,Census - de jure - complete tabulation,"Final figure, complete",2024,9508899,"1,2"
China,2020,Total,Female,35 - 39,Census - de jure - complete tabulation,"Final figure, complete",2024,48080895,"1,2"
China,2020,Total,Female,36,Census - de jure - complete tabulation,"Final figure, complete",2024,9465682,"1,2"
China,2020,Total,Female,37,Census - de jure - complete tabulation,"Final figure, complete",2024,9248027,"1,2"
China,2020,Total,Female,38,Census - de jure - complete tabulation,"Final figure, complete",2024,10582164,"1,2"
China,2020,Total,Female,39,Census - de jure - complete tabulation,"Final figure, complete",2024,9276123,"1,2"
China,2020,Total,Female,40,Census - de jure - complete tabulation,"Final figure, complete",2024,8543426,"1,2"
China,2020,Total,Female,40 - 44,Census - de jure - complete tabulation,"Final figure, complete",2024,45322636,"1,2"
China,2020,Total,Female,41,Census - de jure - complete tabulation,"Final figure, complete",2024,9404632,"1,2"
China,2020,Total,Female,42,Census - de jure - complete tabulation,"Final figure, complete",2024,9072006,"1,2"
China,2020,Total,Female,43,Census - de jure - complete tabulation,"Final figure, complete",2024,8661247,"1,2"
China,2020,Total,Female,44,Census - de jure - complete tabulation,"Final figure, complete",2024,9641325,"1,2"
China,2020,Total,Female,45,Census - de jure - complete tabulation,"Final figure, complete",2024,9924785,"1,2"
China,2020,Total,Female,45 - 49,Census - de jure - complete tabulation,"Final figure, complete",2024,56033201,"1,2"
China,2020,Total,Female,46,Census - de jure - complete tabulation,"Final figure, complete",2024,10903672,"1,2"
China,2020,Total,Female,47,Census - de jure - complete tabulation,"Final figure, complete",2024,11389118,"1,2"
China,2020,Total,Female,48,Census - de jure - complete tabulation,"Final figure, complete",2024,11714893,"1,2"
China,2020,Total,Female,49,Census - de jure - complete tabulation,"Final figure, complete",2024,12100733,"1,2"
China,2020,Total,Female,50,Census - de jure - complete tabulation,"Final figure, complete",2024,12912065,"1,2"
China,2020,Total,Female,50 - 54,Census - de jure - complete tabulation,"Final figure, complete",2024,60058826,"1,2"
China,2020,Total,Female,51,Census - de jure - complete tabulation,"Final figure, complete",2024,12101706,"1,2"
China,2020,Total,Female,52,Census - de jure - complete tabulation,"Final figure, complete",2024,12955572,"1,2"
China,2020,Total,Female,53,Census - de jure - complete tabulation,"Final figure, complete",2024,10420437,"1,2"
China,2020,Total,Female,54,Census - de jure - complete tabulation,"Final figure, complete",2024,11669046,"1,2"
China,2020,Total,Female,55,Census - de jure - complete tabulation,"Final figure, complete",2024,11457431,"1,2"
China,2020,Total,Female,55 - 59,Census - de jure - complete tabulation,"Final figure, complete",2024,50584760,"1,2"
China,2020,Total,Female,56,Census - de jure - complete tabulation,"Final figure, complete",2024,11257663,"1,2"
China,2020,Total,Female,57,Census - de jure - complete tabulation,"Final figure, complete",2024,12913650,"1,2"
China,2020,Total,Female,58,Census - de jure - complete tabulation,"Final figure, complete",2024,9569864,"1,2"
China,2020,Total,Female,59,Census - de jure - complete tabulation,"Final figure, complete",2024,5386152,"1,2"
China,2020,Total,Female,60,Census - de jure - complete tabulation,"Final figure, complete",2024,6457541,"1,2"
China,2020,Total,Female,60 - 64,Census - de jure - complete tabulation,"Final figure, complete",2024,36511813,"1,2"
China,2020,Total,Female,61,Census - de jure - complete tabulation,"Final figure, complete",2024,5987851,"1,2"
China,2020,Total,Female,62,Census - de jure - complete tabulation,"Final figure, complete",2024,7632258,"1,2"
China,2020,Total,Female,63,Census - de jure - complete tabulation,"Final figure, complete",2024,8553952,"1,2"
China,2020,Total,Female,64,Census - de jure - complete tabulation,"Final figure, complete",2024,7880211,"1,2"
China,2020,Total,Female,65,Census - de jure - complete tabulation,"Final figure, complete",2024,8193355,"1,2"
China,2020,Total,Female,65 - 69,Census - de jure - complete tabulation,"Final figure, complete",2024,37667637,"1,2"
China,2020,Total,Female,66,Census - de jure - complete tabulation,"Final figure, complete",2024,8244652,"1,2"
China,2020,Total,Female,67,Census - de jure - complete tabulation,"Final figure, complete",2024,7472606,"1,2"
China,2020,Total,Female,68,Census - de jure - complete tabulation,"Final figure, complete",2024,7435214,"1,2"
China,2020,Total,Female,69,Census - de jure - complete tabulation,"Final figure, complete",2024,6321810,"1,2"
China,2020,Total,Female,70,Census - de jure - complete tabulation,"Final figure, complete",2024,5933693,"1,2"
China,2020,Total,Female,70 - 74,Census - de jure - complete tabulation,"Final figure, complete",2024,25427303,"1,2"
China,2020,Total,Female,71,Census - de jure - complete tabulation,"Final figure, complete",2024,5689346,"1,2"
China,2020,Total,Female,72,Census - de jure - complete tabulation,"Final figure, complete",2024,4911856,"1,2"
China,2020,Total,Female,73,Census - de jure - complete tabulation,"Final figure, complete",2024,4646645,"1,2"
China,2020,Total,Female,74,Census - de jure - complete tabulation,"Final figure, complete",2024,4245763,"1,2"
China,2020,Total,Female,75,Census - de jure - complete tabulation,"Final figure, complete",2024,3765378,"1,2"
China,2020,Total,Female,75 - 79,Census - de jure - complete tabulation,"Final figure, complete",2024,16486416,"1,2"
China,2020,Total,Female,76,Census - de jure - complete tabulation,"Final figure, complete",2024,3553654,"1,2"
China,2020,Total,Female,77,Census - de jure - complete tabulation,"Final figure, complete",2024,3184213,"1,2"
China,2020,Total,Female,78,Census - de jure - complete tabulation,"Final figure, complete",2024,3014552,"1,2"
China,2020,Total,Female,79,Census - de jure - complete tabulation,"Final figure, complete",2024,2968619,"1,2"
China,2020,Total,Female,80,Census - de jure - complete tabulation,"Final figure, complete",2024,2647347,"1,2"
China,2020,Total,Female,80 - 84,Census - de jure - complete tabulation,"Final figure, complete",2024,11225875,"1,2"
China,2020,Total,Female,81,Census - de jure - complete tabulation,"Final figure, complete",2024,2270547,"1,2"
China,2020,Total,Female,82,Census - de jure - complete tabulation,"Final figure, complete",2024,2327654,"1,2"
China,2020,Total,Female,83,Census - de jure - complete tabulation,"Final figure, complete",2024,2065243,"1,2"
China,2020,Total,Female,84,Census - de jure - complete tabulation,"Final figure, complete",2024,1915084,"1,2"
China,2020,Total,Female,85,Census - de jure - complete tabulation,"Final figure, complete",2024,1695450,"1,2"
China,2020,Total,Female,85 - 89,Census - de jure - complete tabulation,"Final figure, complete",2024,6400439,"1,2"
China,2020,Total,Female,86,Census - de jure - complete tabulation,"Final figure, complete",2024,1484029,"1,2"
China,2020,Total,Female,87,Census - de jure - complete tabulation,"Final figure, complete",2024,1349612,"1,2"
China,2020,Total,Female,88,Census - de jure - complete tabulation,"Final figure, complete",2024,1036640,"1,2"
China,2020,Total,Female,89,Census - de jure - complete tabulation,"Final figure, complete",2024,834708,"1,2"
China,2020,Total,Female,90,Census - de jure - complete tabulation,"Final figure, complete",2024,739712,"1,2"
China,2020,Total,Female,90 - 94,Census - de jure - complete tabulation,"Final figure, complete",2024,2285155,"1,2"
China,2020,Total,Female,91,Census - de jure - complete tabulation,"Final figure, complete",2024,527601,"1,2"
China,2020,Total,Female,92,Census - de jure - complete tabulation,"Final figure, complete",2024,450885,"1,2"
China,2020,Total,Female,93,Census - de jure - complete tabulation,"Final figure, complete",2024,328019,"1,2"
China,2020,Total,Female,94,Census - de jure - complete tabulation,"Final figure, complete",2024,238938,"1,2"
China,2020,Total,Female,95,Census - de jure - complete tabulation,"Final figure, complete",2024,191417,"1,2"
China,2020,Total,Female,95 - 99,Census - de jure - complete tabulation,"Final figure, complete",2024,548357,"1,2"
China,2020,Total,Female,96,Census - de jure - complete tabulation,"Final figure, complete",2024,138151,"1,2"
China,2020,Total,Female,97,Census - de jure - complete tabulation,"Final figure, complete",2024,97486,"1,2"
China,2020,Total,Female,98,Census - de jure - complete tabulation,"Final figure, complete",2024,67781,"1,2"
China,2020,Total,Female,99,Census - de jure - complete tabulation,"Final figure, complete",2024,53522,"1,2"
China,2020,Total,Female,100 +,Census - de jure - complete tabulation,"Final figure, complete",2024,83737,"1,2"
China,2020,Urban,Both Sexes,Total,Census - de jure - complete tabulation,"Final figure, complete",2024,899991162,"1,2,3"
China,2020,Urban,Both Sexes,0,Census - de jure - complete tabulation,"Final figure, complete",2024,7296053,"1,2,3"
China,2020,Urban,Both Sexes,0 - 4,Census - de jure - complete tabulation,"Final figure, complete",2024,49860677,"1,2,3"
China,2020,Urban,Both Sexes,1,Census - de jure - complete tabulation,"Final figure, complete",2024,9252634,"1,2,3"
China,2020,Urban,Both Sexes,2,Census - de jure - complete tabulation,"Final figure, complete",2024,9799801,"1,2,3"
China,2020,Urban,Both Sexes,3,Census - de jure - complete tabulation,"Final figure, complete",2024,12020790,"1,2,3"
China,2020,Urban,Both Sexes,4,Census - de jure - complete tabulation,"Final figure, complete",2024,11491399,"1,2,3"
China,2020,Urban,Both Sexes,5,Census - de jure - complete tabulation,"Final figure, complete",2024,10265724,"1,2,3"
China,2020,Urban,Both Sexes,5 - 9,Census - de jure - complete tabulation,"Final figure, complete",2024,55538765,"1,2,3"
China,2020,Urban,Both Sexes,6,Census - de jure - complete tabulation,"Final figure, complete",2024,11682523,"1,2,3"
China,2020,Urban,Both Sexes,7,Census - de jure - complete tabulation,"Final figure, complete",2024,11085814,"1,2,3"
China,2020,Urban,Both Sexes,8,Census - de jure - complete tabulation,"Final figure, complete",2024,11878026,"1,2,3"
China,2020,Urban,Both Sexes,9,Census - de jure - complete tabulation,"Final figure, complete",2024,10626678,"1,2,3"
China,2020,Urban,Both Sexes,10,Census - de jure - complete tabulation,"Final figure, complete",2024,10245210,"1,2,3"
China,2020,Urban,Both Sexes,10 - 14,Census - de jure - complete tabulation,"Final figure, complete",2024,49758539,"1,2,3"
China,2020,Urban,Both Sexes,11,Census - de jure - complete tabulation,"Final figure, complete",2024,10264214,"1,2,3"
China,2020,Urban,Both Sexes,12,Census - de jure - complete tabulation,"Final figure, complete",2024,10111715,"1,2,3"
China,2020,Urban,Both Sexes,13,Census - de jure - complete tabulation,"Final figure, complete",2024,9753848,"1,2,3"
China,2020,Urban,Both Sexes,14,Census - de jure - complete tabulation,"Final figure, complete",2024,9383552,"1,2,3"
China,2020,Urban,Both Sexes,15,Census - de jure - complete tabulation,"Final figure, complete",2024,10299879,"1,2,3"
China,2020,Urban,Both Sexes,15 - 19,Census - de jure - complete tabulation,"Final figure, complete",2024,53173349,"1,2,3"
China,2020,Urban,Both Sexes,16,Census - de jure - complete tabulation,"Final figure, complete",2024,11446478,"1,2,3"
China,2020,Urban,Both Sexes,17,Census - de jure - complete tabulation,"Final figure, complete",2024,10439016,"1,2,3"
China,2020,Urban,Both Sexes,18,Census - de jure - complete tabulation,"Final figure, complete",2024,10340220,"1,2,3"
China,2020,Urban,Both Sexes,19,Census - de jure - complete tabulation,"Final figure, complete",2024,10647756,"1,2,3"
China,2020,Urban,Both Sexes,20,Census - de jure - complete tabulation,"Final figure, complete",2024,10855089,"1,2,3"
China,2020,Urban,Both Sexes,20 - 24,Census - de jure - complete tabulation,"Final figure, complete",2024,53443339,"1,2,3"
China,2020,Urban,Both Sexes,21,Census - de jure - complete tabulation,"Final figure, complete",2024,10139516,"1,2,3"
China,2020,Urban,Both Sexes,22,Census - de jure - complete tabulation,"Final figure, complete",2024,10739189,"1,2,3"
China,2020,Urban,Both Sexes,23,Census - de jure - complete tabulation,"Final figure, complete",2024,10666506,"1,2,3"
China,2020,Urban,Both Sexes,24,Census - de jure - complete tabulation,"Final figure, complete",2024,11043039,"1,2,3"
